Escanaba (AWOS),MI,US ,KESC, 45.75, -87.03
Iron Mountain/F,MI,US ,KIMT, 45.82, -88.12
Mackinac Is Arp,MI,US ,KY84, 45.90, -84.60
Seul Choix Pt(A,MI,US ,KP75, 45.92, -85.92
Manistique-Scho,MI,US ,KISQ, 45.97, -86.17
Chippewa Intl(A,MI,US ,KCIU, 46.25, -84.47
Newberry Luce C,MI,US ,KERY, 46.32, -85.47
Gwinn-Sawyer   ,MI,US ,KSAW, 46.35, -87.40
Sault Ste Marie,MI,US ,KY62, 46.47, -84.37
Sault Ste Marie,MI,US ,KSSM, 46.47, -84.37
Marquette Co. A,MI,US ,KMQT, 46.53, -87.55
Ironwood (AWOS),MI,US ,KIWD, 46.53, -90.13
Ontonagon-Onton,MI,US ,KOGM, 46.85, -89.37
Houghton Co. Me,MI,US ,KCMX, 47.17, -88.50
Portage (CGS)  ,MI,US ,K32Y, 47.23, -88.63
Copper Harbor R,MI,US ,KP59, 47.45, -87.90
Mackinack Islan,MI,US ,KMCD, 45.90, -84.60
Caledonia-Houst,MN,US ,KCHU, 43.60, -91.50
Blue Earth-Blue,MN,US ,KSBU, 43.60, -94.09
Fairmont Muni(A,MN,US ,KFRM, 43.65, -94.42
Jackson-Jackson,MN,US ,KMJQ, 43.65, -94.99
Worthington (AW,MN,US ,KOTG, 43.65, -95.58
Austin Muni    ,MN,US ,KAUM, 43.67, -92.93
Albert Lea (AWO,MN,US ,KAEL, 43.68, -93.37
Windom-Windom M,MN,US ,KMWM, 43.91, -95.11
Rochester Munic,MN,US ,KRST, 43.92, -92.50
St James Muni A,MN,US ,KJYG, 43.98, -94.55
Pipestone (AWOS,MN,US ,KPQN, 43.98, -96.32
Dodge Center-Do,MN,US ,K87D, 44.02, -92.83
Waseca-Waseca M,MN,US ,KACQ, 44.07, -93.55
Winona Muni (AW,MN,US ,KONA, 44.08, -91.70
Owatonna (AWOS),MN,US ,KOWA, 44.12, -93.25
Mankato(AWOS)  ,MN,US ,KMKT, 44.22, -93.92
New Ulm Muni (A,MN,US ,KULM, 44.32, -94.50
Faribault Muni ,MN,US ,KFBL, 44.33, -93.32
Marshall/Ryan(A,MN,US ,KMML, 44.45, -95.82
Stanton-Stanton,MN,US ,KSYN, 44.48, -93.02
Redwood Falls M,MN,US ,KRWF, 44.55, -95.08
Red Wing       ,MN,US ,KRGK, 44.58, -92.48
Airlake        ,MN,US ,KY12, 44.63, -93.23
Minneapolis/Fly,MN,US ,KFCM, 44.83, -93.45
South St Paul M,MN,US ,KSGS, 44.85, -93.15
Hutchinson (AWO,MN,US ,KHCD, 44.87, -94.38
Minneapolis-St ,MN,US ,KMSP, 44.88, -93.22
Saint Paul Down,MN,US ,KSTP, 44.95, -93.07
Montevideo(AWOS,MN,US ,KMVE, 44.97, -95.72
Madison-Madison,MN,US ,KDXX, 44.99, -96.18
Minneapolis/Cry,MN,US ,KMIC, 45.07, -93.35
Litchfield Muni,MN,US ,K43F, 45.10, -94.50
Litchfield Muni,MN,US ,KLJF, 45.10, -94.50
Willmar/Rice (A,MN,US ,KILL, 45.12, -95.08
Minneapolis/Bla,MN,US ,KANE, 45.15, -93.22
Ortonville-Orto,MN,US ,KVVV, 45.31, -96.42
Benson Muni    ,MN,US ,KBBB, 45.32, -95.65
Princeton      ,MN,US ,KPNM, 45.55, -93.60
St. Cloud Munic,MN,US ,KSTC, 45.55, -94.07
Cambridge Muni ,MN,US ,KCBG, 45.57, -93.27
Morris Muni (AW,MN,US ,KMOX, 45.57, -95.97
Glenwood (ASOS),MN,US ,KGHW, 45.65, -95.32
Glenwood       ,MN,US ,K53D, 45.65, -95.38
Wheaton Ndb (AW,MN,US ,KETH, 45.70, -96.50
Alexandria/Chan,MN,US ,KAXN, 45.87, -95.40
Mora Muni (AWOS,MN,US ,K19D, 45.88, -93.27
Mora Muni (AWOS,MN,US ,KJMR, 45.88, -93.27
Little Falls (A,MN,US ,KLXL, 45.95, -94.35
Crane Lake (AWO,MN,US ,K8Y8, 46.27, -92.57
Crane Lake (AWO,MN,US ,KCDD, 46.27, -92.57
Fergus Falls(AW,MN,US ,KFFM, 46.28, -96.15
Staples-Staples,MN,US ,KSAZ, 46.38, -94.81
Brainerd/Wielan,MN,US ,KBRD, 46.40, -94.13
Moose Lake-Moos,MN,US ,KMZH, 46.42, -92.80
Aitkin NDB(AWOS,MN,US ,KAIT, 46.55, -93.68
Pequot Lake (AM,MN,US ,KP39, 46.60, -94.32
Cloquet (AWOS) ,MN,US ,KCOQ, 46.70, -92.50
Pine River-Pine,MN,US ,KPWC, 46.72, -94.38
Duluth Harbor  ,MN,US ,KDYT, 46.77, -92.08
Detroit Lakes(A,MN,US ,KDTL, 46.83, -95.88
Duluth Intl Air,MN,US ,KDLH, 46.85, -92.18
Park Rapids Mun,MN,US ,KPKD, 46.90, -95.07
Longville-Longv,MN,US ,KD33, 46.99, -94.20
Two Harbors    ,MN,US ,KTWM, 47.05, -91.75
Two Harbors(AWO,MN,US ,K62Y, 47.10, -91.75
Silver Bay     ,MN,US ,K58Y, 47.20, -91.40
Silver Bay     ,MN,US ,KBFW, 47.20, -91.40
Grand Rapids(AW,MN,US ,KGPZ, 47.22, -93.52
Hibbing-Chishol,MN,US ,KHIB, 47.38, -92.83
Eveleth Muni (A,MN,US ,KEVM, 47.40, -92.50
Bemidji Municip,MN,US ,KBJI, 47.50, -94.93
Tofte (RAMOS)  ,MN,US ,KP61, 47.58, -90.83
Fosston(AWOS)  ,MN,US ,KFSE, 47.58, -95.77
Bigfork        ,MN,US ,KFOZ, 47.78, -93.65
Ely Muni (AWOS),MN,US ,KELO, 47.82, -91.83
Cook Muni Arpt ,MN,US ,KCQM, 47.82, -92.70
Grand Marais Mu,MN,US ,KGRM, 47.83, -90.38
Grand Marais Mu,MN,US ,KCKC, 47.83, -90.38
Crookston Muni ,MN,US ,KCKN, 47.85, -96.62
Orr            ,MN,US ,KORB, 48.02, -92.87
Thief River(AWO,MN,US ,KTVF, 48.07, -96.18
International F,MN,US ,KINL, 48.57, -93.38
Baudette Intl A,MN,US ,KBDE, 48.73, -94.62
Hallock        ,MN,US ,K03Y, 48.78, -96.95
Hallock        ,MN,US ,KHCO, 48.78, -96.95
Roseau Muni (AW,MN,US ,KROX, 48.85, -95.70
Warroad(AWOS)  ,MN,US ,KRAD, 48.93, -95.33
Warroad (AMOS) ,MN,US ,KD45, 48.93, -95.35
Lakeville      ,MN,US ,KLVN,-99.99, -99.99
Warroad Intl   ,MN,US ,KRRT, 48.93, -95.35
Kennett-Kennett,MO,US ,KTKX, 36.23, -90.03
New Madrid-Coun,MO,US ,KEIW, 36.54, -89.60
Malden-Malden M,MO,US ,KMAW, 36.60, -89.99
Point Lookout-M,MO,US ,KPLK, 36.63, -93.23
Poplar Bluff-Po,MO,US ,KPOF, 36.77, -90.32
Poplar Bluff(AM,MO,US ,KP02, 36.77, -90.47
Dexter-Dexter M,MO,US ,KDXE, 36.78, -89.94
Neosho-Neosho M,MO,US ,KEOS, 36.81, -94.39
Charleston-Miss,MO,US ,KCHQ, 36.84, -89.36
West Plains-Wes,MO,US ,KUNO, 36.88, -91.90
Sikeston-Sikest,MO,US ,KSIK, 36.90, -89.56
Ava-Ava Bill Ma,MO,US ,KAOV, 36.97, -92.68
Mountain View-M,MO,US ,KMNF, 36.99, -91.71
Cabool-Cabool M,MO,US ,KTVB, 37.13, -92.08
Joplin Regional,MO,US ,KJLN, 37.15, -94.50
Cape Girardeau ,MO,US ,KCGI, 37.23, -89.57
Springfld Muni ,MO,US ,KSGF, 37.23, -93.38
Lamar-Lamar Mun,MO,US ,KLLU, 37.49, -94.31
Lebanon-Floyd W,MO,US ,KLBO, 37.65, -92.65
Fort Leonard Wo,MO,US ,KTBN, 37.73, -92.13
Farmington Airp,MO,US ,KFAM, 37.77, -90.43
Nevada-Nevada M,MO,US ,KNVD, 37.85, -94.30
Cuba-Cuba Muni ,MO,US ,KUBX, 38.07, -91.43
Kaiser Mem (AWO,MO,US ,KAIZ, 38.10, -92.55
Rolla/Vichy Air,MO,US ,KVIH, 38.13, -91.77
Festus-Festus M,MO,US ,KFES, 38.19, -90.39
Sullivan-Sulliv,MO,US ,KUUV, 38.23, -91.16
Butler-Butler M,MO,US ,KBUM, 38.29, -94.34
Clinton-Clinton,MO,US ,KGLY, 38.36, -93.68
Jefferson City ,MO,US ,KJEF, 38.58, -92.15
Spirit Of St Lo,MO,US ,KSUS, 38.67, -90.65
Sedalia Memoria,MO,US ,KDMO, 38.70, -93.18
Whiteman AFB   ,MO,US ,KSZL, 38.73, -93.55
St. Louis/Lambe,MO,US ,KSTL, 38.75, -90.37
Columbia Region,MO,US ,KCOU, 38.82, -92.22
Pleasant Nexrad,MO,US ,KEAX, 38.82, -94.27
Fulton-Elton He,MO,US ,KFTT, 38.84, -92.00
Richards-Gebaur,MO,US ,KGVW, 38.85, -94.55
St Charles-St C,MO,US ,K3SZ, 38.93, -90.43
Boonville-Jesse,MO,US ,KVER, 38.95, -92.68
Higginsville-Hi,MO,US ,KHIG, 39.07, -93.68
Marshall-Marsha,MO,US ,KMHL, 39.10, -93.20
Kansas City Mun,MO,US ,KMKC, 39.12, -94.60
Kansas City Int,MO,US ,KMCI, 39.32, -94.72
Mosby-Clay Coun,MO,US ,KGPH, 39.33, -94.31
Moberly-Omar N ,MO,US ,KMBY, 39.46, -92.43
Hannibal-Hannib,MO,US ,KHAE, 39.72, -91.44
Cameron-Cameron,MO,US ,KEZZ, 39.73, -94.28
Brookfield-Gene,MO,US ,KBZK, 39.76, -93.11
St Joseph/Rosec,MO,US ,KSTJ, 39.77, -94.92
Chillicothe-Chi,MO,US ,KCHT, 39.78, -93.50
Spickard (AMOS),MO,US ,KP35, 39.82, -93.57
Trenton-Trenton,MO,US ,KTRX, 40.08, -93.59
Kirksville Regi,MO,US ,KIRK, 40.10, -92.55
Maryville-Maryv,MO,US ,KEVU, 40.35, -94.92
Rota Island-Rot,MP,US ,KGRO, 14.17, 145.24
Saipan Island-S,MP,US ,KGSN, 15.12, 145.73
Tinian Island-W,MP,US ,KTNI, 15.00, 145.62
Sand Island-Mid,MQ,US ,KMDY, 28.20,-177.38
Bay St Louis-St,MS,US ,KHSA, 30.37, -89.45
Navoceano (NAVY,MS,US ,KQNF, 30.37, -89.57
Pascagoula / Ja,MS,US ,KPGL, 30.40, -88.48
Gulfport-Biloxi,MS,US ,KGPT, 30.40, -89.07
Biloxi/Keesler ,MS,US ,KBIX, 30.42, -88.92
Pascagoula-Tren,MS,US ,KPQL, 30.46, -88.53
Picayune-Picayu,MS,US ,KPCU, 30.52, -89.71
McComb/Lewis Fi,MS,US ,KMCB, 31.18, -90.47
Hattiesburg-Bob,MS,US ,KHBG, 31.27, -89.25
Pine Belt Rgnl ,MS,US ,KPIB, 31.47, -89.33
Natchez/Hardy(A,MS,US ,KHEZ, 31.62, -91.30
Laurel-Hesler-N,MS,US ,KLUL, 31.67, -89.17
Vicksburg-Vicks,MS,US ,KVKS, 32.24, -90.93
Jackson/Thompso,MS,US ,KJAN, 32.32, -90.08
Meridian/Key Fi,MS,US ,KMEI, 32.33, -88.75
Jackson-Hawkins,MS,US ,KHKS, 32.33, -90.22
Madison-Bruce C,MS,US ,KMBO, 32.44, -90.10
Meridian (NAS) ,MS,US ,KNMM, 32.55, -88.57
Meridian Range,,MS,US ,KNJW, 32.78, -88.82
Philadelphia-Ph,MS,US ,KMPE, 32.80, -89.13
Kosciusko-Kosci,MS,US ,KOSX, 33.09, -89.54
Louisville-Loui,MS,US ,KLMS, 33.15, -89.06
Starkville-Geor,MS,US ,KSTF, 33.43, -88.85
Golden Tri(AWOS,MS,US ,KGTR, 33.45, -88.58
Columbus-Columb,MS,US ,KUBS, 33.47, -88.38
Greenville Muni,MS,US ,KGLH, 33.48, -90.98
Indianola-India,MS,US ,KIDL, 33.49, -90.68
Greenwood/Leflo,MS,US ,KGWO, 33.50, -90.08
Columbus AFB   ,MS,US ,KCBM, 33.65, -88.45
Cleveland-Cleve,MS,US ,KRNV, 33.76, -90.76
Grenada-Grenada,MS,US ,KGNF, 33.83, -89.80
Marks-Selfs    ,MS,US ,KMMS, 34.23, -90.29
Tupelo/C.d. Lem,MS,US ,KTUP, 34.27, -88.77
Clarksdale-Flet,MS,US ,KCKM, 34.30, -90.51
Oxford-Universi,MS,US ,KUOX, 34.38, -89.54
Corinth-Roscoe ,MS,US ,KCRX, 34.91, -88.60
Olive Branch-Ol,MS,US ,KOLV, 34.98, -89.79
Monida         ,MT,US ,KMQM, 44.57,-112.32
West Yellowston,MT,US ,KWEY, 44.65,-111.10
West Yellowston,MT,US ,KWYS, 44.68,-111.12
Red Lodge-Red L,MT,US ,KRED, 45.19,-109.27
Dillon Airport ,MT,US ,KDLN, 45.25,-112.55
Broadus        ,MT,US ,K4BQ, 45.43,-105.40
Broadus-Broadus,MT,US ,KBDX, 45.43,-105.42
Livingston/Miss,MT,US ,KLVM, 45.70,-110.45
Bozeman/Gallati,MT,US ,KBZN, 45.78,-111.15
Billings/Logan ,MT,US ,KBIL, 45.80,-108.53
Butte/Bert Moon,MT,US ,KBTM, 45.95,-112.50
Hamilton/Ravall,MT,US ,KHMM, 46.25,-114.15
Baker-Baker Mun,MT,US ,KBHK, 46.35,-104.26
Billing Yell Ne,MT,US ,KBLX, 46.42,-109.02
Miles City     ,MT,US ,KMLS, 46.43,-105.87
Harlowton      ,MT,US ,K3HT, 46.43,-109.83
Harlowton-Wheat,MT,US ,KHWQ, 46.45,-109.85
Roundup-Roundup,MT,US ,KRPX, 46.47,-108.56
Helena Regional,MT,US ,KHLN, 46.60,-112.00
Drummond-Drummo,MT,US ,KDRU, 46.62,-113.21
Drummond       ,MT,US ,K3DU, 46.67,-113.15
Missoula/Bell F,MT,US ,KMSO, 46.92,-114.08
Missoula Nexrad,MT,US ,KMSX, 47.03,-113.98
Lewistown Munic,MT,US ,KLWT, 47.05,-109.47
Glendive(AWOS) ,MT,US ,KGDV, 47.13,-104.80
Jordan (RAMOS) ,MT,US ,KJDN, 47.33,-106.93
Great Falls Nex,MT,US ,KTFX, 47.47,-111.37
Great Falls Int,MT,US ,KGTF, 47.48,-111.37
Malmstrom AFB  ,MT,US ,KGFA, 47.50,-111.18
Thompson Falls-,MT,US ,KTHM, 47.57,-115.28
Thompson Falls ,MT,US ,K3TH, 47.60,-115.37
Sidney-Richland,MT,US ,KSDY, 47.70,-104.20
Choteau-Choteau,MT,US ,KCII, 47.83,-112.17
Wolf Point Intl,MT,US ,KOLF, 48.10,-105.58
Glasgow Intl Ar,MT,US ,KGGW, 48.22,-106.62
Kalispell/Glaci,MT,US ,KFCA, 48.30,-114.27
Malta-Malta    ,MT,US ,KMLK, 48.35,-107.89
Shelby-Shelby  ,MT,US ,KSBX, 48.54,-111.87
Leeds          ,MT,US ,KLDS, 48.55,-109.68
Havre (AMOS)   ,MT,US ,KHVR, 48.55,-109.77
Cut Bank (AWOS),MT,US ,KCTB, 48.60,-112.37
Plentywood-Sher,MT,US ,KPWD, 48.79,-104.53
Southport-Bruns,NC,US ,KSUT, 33.93, -78.07
Wilmington Nexr,NC,US ,KLTX, 33.98, -78.43
Wilmington/New ,NC,US ,KILM, 34.27, -77.90
Whiteville-Colu,NC,US ,KCPC, 34.27, -78.71
Lumberton-Lumbe,NC,US ,KLBT, 34.61, -79.06
Swansboro/Bogue,NC,US ,KNJM, 34.68, -77.03
New River (MCAS,NC,US ,KNCA, 34.70, -77.43
Wallace-Henders,NC,US ,KACZ, 34.72, -78.00
Beaufort-Michae,NC,US ,KMRH, 34.73, -76.66
Newport        ,NC,US ,KMHX, 34.78, -76.88
Maxton-Laurinbu,NC,US ,KMEB, 34.79, -79.37
Jacksonville (A,NC,US ,KOAJ, 34.83, -77.62
Atlantic, Atlan,NC,US ,KNLT, 34.87, -76.33
Cherry Point, M,NC,US ,KNIS, 34.88, -76.85
Cherry Point (M,NC,US ,KNKT, 34.90, -76.88
Clinton-Sampson,NC,US ,KCTZ, 34.98, -78.36
Fayetteville Rg,NC,US ,KFAY, 34.98, -78.88
Piney Island   ,NC,US ,KNDN, 35.00, -76.45
Kenansville-Dup,NC,US ,KDPL, 35.00, -77.98
Piney Island, B,NC,US ,KNBT, 35.02, -76.45
Monroe-Monroe  ,NC,US ,KEQY, 35.02, -80.62
Mackall AAF    ,NC,US ,KHFF, 35.03, -79.50
New Bern/Craven,NC,US ,KEWN, 35.07, -77.05
Fort Bragg/Simm,NC,US ,KFBG, 35.13, -78.93
Pope AFB       ,NC,US ,KPOB, 35.17, -79.02
Gastonia-Gaston,NC,US ,KAKH, 35.20, -81.15
Hatteras (ASOS),NC,US ,KHSE, 35.22, -75.62
Charlotte/Dougl,NC,US ,KCLT, 35.22, -80.93
Southern Pines ,NC,US ,KSOP, 35.23, -79.40
Shelby-Shelby M,NC,US ,KEHO, 35.26, -81.60
Cape Hatteras  ,NC,US ,KHAT, 35.27, -75.55
Kinston/Stallin,NC,US ,KISO, 35.33, -77.62
Seymour-Johnson,NC,US ,KGSB, 35.33, -77.97
Erwin-Harnett C,NC,US ,K37W, 35.38, -78.73
Concord-Concord,NC,US ,KJQF, 35.38, -80.70
Albemarle-Stanl,NC,US ,KVUJ, 35.42, -80.15
Rutherfordton-R,NC,US ,KFQD, 35.43, -81.94
Asheville Munic,NC,US ,KAVL, 35.43, -82.55
Goldsboro-Golds,NC,US ,KGWW, 35.46, -77.96
Lincolnton-Linc,NC,US ,KIPJ, 35.48, -81.16
Smithfield-John,NC,US ,KJNX, 35.54, -78.39
Washington-Warr,NC,US ,KOCW, 35.57, -77.05
Pitt Greenville,NC,US ,KPGV, 35.63, -77.40
Salisbury-Rowan,NC,US ,KRUQ, 35.65, -80.52
Raleigh Nexrad ,NC,US ,KRAX, 35.67, -78.50
Hickory Regiona,NC,US ,KHKY, 35.73, -81.38
Statesville-Sta,NC,US ,KSVH, 35.76, -80.96
Lexington-David,NC,US ,KEXX, 35.78, -80.30
Plymouth-Plymou,NC,US ,KPMZ, 35.81, -76.76
Morganton-Morga,NC,US ,KMRN, 35.82, -81.61
Rocky Mount-Wil,NC,US ,KRWI, 35.85, -77.90
Williamston-Mar,NC,US ,KMCZ, 35.86, -77.18
Raleigh-Durham ,NC,US ,KRDU, 35.87, -78.78
Hot Springs Avi,NC,US ,KHSS, 35.90, -82.82
Manteo/Dare Co ,NC,US ,KMQI, 35.92, -75.70
Chapel Hill-Hor,NC,US ,KIGX, 35.93, -79.07
Tarboro-Tarboro,NC,US ,KETC, 35.94, -77.55
Kill Devil Hill,NC,US ,KFFA, 36.02, -75.67
Edenton-Northea,NC,US ,KEDE, 36.03, -76.57
Burlington-Burl,NC,US ,KBUY, 36.05, -79.47
Greensboro/Pied,NC,US ,KGSO, 36.08, -79.95
Winston-Salem/S,NC,US ,KINT, 36.13, -80.22
North Wilkesbor,NC,US ,KUKF, 36.22, -81.10
Elizabeth City ,NC,US ,KECG, 36.27, -76.18
Elkin-Elkin Mun,NC,US ,KZEF, 36.28, -80.79
Roxboro-Person ,NC,US ,KTDF, 36.29, -78.98
Ahoskie-Tri-Cou,NC,US ,KASJ, 36.30, -77.17
Oxford-Henderso,NC,US ,KHNZ, 36.36, -78.53
Roanoke Rapids-,NC,US ,KRZZ, 36.44, -77.71
Mount Airy-Moun,NC,US ,KMWK, 36.46, -80.55
Hettinger-Hetti,ND,US ,KHEI, 46.01,-102.66
Ashley-Ashley M,ND,US ,KASY, 46.02, -99.35
Lidgerwood (RAM,ND,US ,KP67, 46.10, -97.15
Bowman-Bowman M,ND,US ,KBPP, 46.19,-103.43
Gwinner-Gwinner,ND,US ,KGWR, 46.22, -97.64
Wahpeton-Harry ,ND,US ,KBWP, 46.25, -96.61
Bismarck Munici,ND,US ,KBIS, 46.77,-100.75
Dickinson Munic,ND,US ,KDIK, 46.80,-102.80
Fargo/Hector Fi,ND,US ,KFAR, 46.90, -96.80
Jamestown Munic,ND,US ,KJMS, 46.93, -98.68
Hazen-Mercer Co,ND,US ,KHZE, 47.29,-101.58
Garrison (AMOS),ND,US ,KN60, 47.65,-101.43
Roseglen (AMOS),ND,US ,KP24, 47.75,-101.83
Grand Forks Int,ND,US ,KGFK, 47.95, -97.18
Grand Forks AFB,ND,US ,KRDR, 47.97, -97.40
Devils Lake (AM,ND,US ,KP11, 48.10, -98.87
Devils Lake(AWO,ND,US ,KDVL, 48.12, -98.92
Williston/Sloul,ND,US ,KISN, 48.17,-103.60
Minot Intl Airp,ND,US ,KMOT, 48.27,-101.28
Rugby-Rugby Mun,ND,US ,KRUG, 48.39,-100.02
Grafton-Grafton,ND,US ,KGAF, 48.40, -97.37
Minot AFB      ,ND,US ,KMIB, 48.42,-101.35
Mohall-Mohall M,ND,US ,KHBC, 48.77,-101.54
Pembina-Pembina,ND,US ,KPMB, 48.93, -97.23
Falls City/Bren,NE,US ,KFNB, 40.08, -95.60
Hebron-Hebron M,NE,US ,KHJH, 40.15, -97.58
Fairbury-Fairbu,NE,US ,KFBY, 40.18, -97.17
McCook Municipa,NE,US ,KMCK, 40.20,-100.58
Beatrice Munici,NE,US ,KBIE, 40.30, -96.75
Cambridge-Cambr,NE,US ,KCSB, 40.31,-100.16
Grand Island Ne,NE,US ,KUEX, 40.32, -98.43
Brewster Field ,NE,US ,KHDE, 40.45, -99.33
Imperial Munici,NE,US ,KIML, 40.52,-101.62
Fairmont-Fairmo,NE,US ,KFMZ, 40.59, -97.57
Hastings Munici,NE,US ,KHSI, 40.60, -98.43
Nebraska City-N,NE,US ,KAFK, 40.61, -95.87
Crete-Crete Mun,NE,US ,KCEK, 40.62, -96.93
Kearney Muni (A,NE,US ,KEAR, 40.73, -99.00
Lincoln Municip,NE,US ,KLNK, 40.85, -96.75
Weeping Water-B,NE,US ,KEPG, 40.87, -96.11
Seward-Seward M,NE,US ,KSWT, 40.87, -97.11
Cozad-Cozad Mun,NE,US ,KCZD, 40.87,-100.00
Grant-Grant Mun,NE,US ,KGGF, 40.87,-101.73
Aurora-Aurora M,NE,US ,KAUH, 40.89, -97.99
York-York Munic,NE,US ,KJYR, 40.90, -97.62
Gothenburg-Quin,NE,US ,KGTE, 40.93,-100.15
Plattsmouth-Pla,NE,US ,KPMV, 40.95, -95.92
Grand Island(AW,NE,US ,KGRI, 40.97, -98.32
Chappell-Billy ,NE,US ,KCNP, 41.08,-102.46
Sidney Muni (AM,NE,US ,KSNY, 41.10,-102.98
Bellevue/Offutt,NE,US ,KOFF, 41.12, -95.92
Ogalla\Searle F,NE,US ,KOGA, 41.12,-101.77
N. Platte/Lee B,NE,US ,KLBF, 41.13,-100.68
Kimball-Kimball,NE,US ,KIBM, 41.19,-103.68
Omaha-Millard  ,NE,US ,KMLE, 41.20, -96.11
Wahoo-Wahoo Mun,NE,US ,KAHQ, 41.24, -96.59
Omaha/Eppley Fi,NE,US ,KOMA, 41.30, -95.90
Valley, Ne.    ,NE,US ,KOAX, 41.32, -96.37
North Omaha    ,NE,US ,KOVN, 41.37, -96.02
Oshkosh-Garden ,NE,US ,KOKS, 41.40,-102.35
Broken Bow Muni,NE,US ,KBBW, 41.43, -99.65
Fremont Muni Ar,NE,US ,KFET, 41.45, -96.52
Columbus Muni(A,NE,US ,KOLU, 41.45, -97.33
Scribner-Scribn,NE,US ,KSCB, 41.61, -96.63
Ord/Sharp Field,NE,US ,KODX, 41.62, -98.95
Albion-Albion M,NE,US ,KBVN, 41.73, -98.06
Tekamah (ASOS) ,NE,US ,KTQE, 41.77, -96.17
Burwell-Cram Fi,NE,US ,KBUB, 41.78, -99.15
Scottsbluff/Hei,NE,US ,KBFF, 41.87,-103.60
Norfolk/Stefan ,NE,US ,KOFK, 41.98, -97.43
Mullen/Hooker C,NE,US ,KMHN, 42.05,-101.07
Alliance Munici,NE,US ,KAIA, 42.05,-102.80
Wayne-Wayne Mun,NE,US ,KLCG, 42.24, -96.98
O'Neill/Baker F,NE,US ,KONL, 42.47, -98.68
Bassett-Rock Co,NE,US ,KRBE, 42.57, -99.57
Ainsworth Munic,NE,US ,KANW, 42.58,-100.00
Gordon-Gordon M,NE,US ,KGRN, 42.81,-102.18
Chadron Municip,NE,US ,KCDR, 42.83,-103.10
Valentine (AMOS,NE,US ,KVTN, 42.87,-100.55
Lexington\Jim K,NE,US ,KLXN, 46.77,  46.77
Jaffrey Municip,NH,US ,KAFN, 42.80, -72.00
Nashua/Boire Fi,NH,US ,KASH, 42.78, -71.52
Berlin Municipa,NH,US ,KBML, 44.58, -71.18
Claremont-Clare,NH,US ,KCNH, 43.37, -72.37
Concord Municip,NH,US ,KCON, 43.20, -71.50
Keene/Dillant(A,NH,US ,KEEN, 42.90, -72.27
Errol-Errol    ,NH,US ,KERR, 44.79, -71.16
Whitefield (ASO,NH,US ,KHIE, 44.35, -71.55
Laconia Muni (A,NH,US ,KLCI, 43.57, -71.42
Lebanon Municip,NH,US ,KLEB, 43.63, -72.30
Manchester Airp,NH,US ,KMHT, 42.93, -71.43
Mount Washingto,NH,US ,KMWN, 44.27, -71.30
Pease AFB/Ports,NH,US ,KPSM, 43.08, -70.82
Cape May (CGS) ,NJ,US ,KN91, 38.95, -74.88
Wildwood(AWOS) ,NJ,US ,KWWD, 39.02, -74.92
Atlantic City-A,NJ,US ,KAIY, 39.36, -74.46
Millville Munic,NJ,US ,KMIV, 39.37, -75.07
Atlantic City I,NJ,US ,KACY, 39.45, -74.57
Toms River-Robe,NJ,US ,KMJX, 39.93, -74.29
Mount Holly-Sou,NJ,US ,KVAY, 39.94, -74.85
McGuire AFB    ,NJ,US ,KWRI, 40.02, -74.60
Lakehurst (NAES,NJ,US ,KNEL, 40.03, -74.35
Belmar-Farmdale,NJ,US ,KBLM, 40.18, -74.13
Trenton/Mercer ,NJ,US ,KTTN, 40.28, -74.82
Linden-Linden  ,NJ,US ,KLDJ, 40.62, -74.24
Newark Intl Air,NJ,US ,KEWR, 40.70, -74.17
Morristown Muni,NJ,US ,KMMU, 40.80, -74.42
Teterboro Airpo,NJ,US ,KTEB, 40.85, -74.07
Caldwell/Essex ,NJ,US ,KCDW, 40.88, -74.28
Sussex-Sussex  ,NJ,US ,KFWN, 41.20, -74.62
Santa Teresa   ,NM,US ,KEPZ, 31.87,-106.70
Deming Municipa,NM,US ,KDMN, 32.27,-107.72
Las Cruces Intl,NM,US ,KLRU, 32.28,-106.92
Carlsbad/Cavern,NM,US ,KCNM, 32.33,-104.27
Lordsburg-Lords,NM,US ,KLSB, 32.33,-108.69
White Sands Tes,NM,US ,K2C2, 32.38,-106.48
Silver City/Gra,NM,US ,KSVC, 32.63,-108.15
Hobbs/Lea Co.  ,NM,US ,KHOB, 32.68,-103.22
Alamogordo-Whit,NM,US ,KALM, 32.83,-105.98
Artesia-Artesia,NM,US ,KATS, 32.85,-104.47
Holloman AFB   ,NM,US ,KHMN, 32.85,-106.10
Northrup Lndg S,NM,US ,KE28, 32.90,-106.40
Truth Or Conseq,NM,US ,KTCS, 33.23,-107.27
Roswell/Industr,NM,US ,KROW, 33.30,-104.53
Ruidoso Regiona,NM,US ,KSRR, 33.47,-105.53
Socorro Municip,NM,US ,KONM, 34.02,-106.90
Corona/Lincoln ,NM,US ,K4CR, 34.10,-105.68
Melrose Gnry Ra,NM,US ,K4MR, 34.30,-103.80
Clovis/Cannon A,NM,US ,KCVS, 34.38,-103.32
Clovis Muni  (A,NM,US ,KCVN, 34.43,-103.08
Fort Sumner-For,NM,US ,KFSU, 34.48,-104.22
Clines Corner  ,NM,US ,KP70, 34.93,-105.58
Kirtland, Kirtl,NM,US ,KIKR, 34.95,-106.57
Moriarty       ,NM,US ,K4MY, 34.98,-106.05
